,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
161,06/12/2021,06/12/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2696
162,06/13/2021,06/13/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,269
163,06/13/2021,06/13/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,54
164,06/13/2021,06/13/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1314
165,06/13/2021,06/13/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1770
166,06/13/2021,06/13/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,1975
167,06/13/2021,06/13/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1096
168,06/14/2021,06/14/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,186
169,06/14/2021,06/14/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,62
170,06/14/2021,06/14/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1327
171,06/14/2021,06/14/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1476
172,06/14/2021,06/14/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2451
173,06/14/2021,06/14/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1883
174,06/15/2021,06/15/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,198
175,06/15/2021,06/15/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,72
176,06/15/2021,06/15/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1322
177,06/15/2021,06/15/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1602
178,06/15/2021,06/15/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2769
179,06/15/2021,06/15/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2088
180,06/16/2021,06/16/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,150
181,06/16/2021,06/16/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,74
182,06/16/2021,06/16/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1343
183,06/16/2021,06/16/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1566
184,06/16/2021,06/16/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2431
185,06/16/2021,06/16/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1851
186,06/17/2021,06/17/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,176
187,06/17/2021,06/17/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,68
188,06/17/2021,06/17/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1551
189,06/17/2021,06/17/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1594
190,06/17/2021,06/17/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2698
191,06/17/2021,06/17/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2141
192,06/18/2021,06/18/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,201
193,06/18/2021,06/18/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,77
